tweet_id,favorite_counts,retweet_counts,follower_counts,friend_counts,status_counts,language,date_time
862722525377298433,16275,3306,8794505,17,12474,en,2017-05-11 17:34:13
862457590147678208,19459,4613,8794505,17,12474,en,2017-05-11 00:01:27
862096992088072192,70640,21654,8794505,17,12474,en,2017-05-10 00:08:34
861383897657036800,34354,10031,8794505,17,12474,en,2017-05-08 00:54:59
861288531465048066,16357,3875,8794505,17,12474,en,2017-05-07 18:36:02
861005113778896900,15913,3573,8794505,17,12474,en,2017-05-06 23:49:50
860981674716409858,0,2012,8794505,17,12474,en,2017-05-06 22:16:42
860924035999428608,0,749,8794505,17,12474,en,2017-05-06 18:27:40
860563773140209665,7139,2012,8794505,17,12474,en,2017-05-05 18:36:06
860524505164394496,22566,4983,8794505,17,12474,en,2017-05-05 16:00:04
860276583193509888,17534,3295,8794505,17,12474,en,2017-05-04 23:34:55
860184849394610176,15918,5493,8794505,17,12474,en,2017-05-04 17:30:24
860177593139703809,0,29100,8794505,17,12474,in,2017-05-04 17:01:34
859924526012018688,18717,3862,8794505,17,12474,en,2017-05-04 00:15:58
859851578198683649,14751,3307,8794505,17,12474,en,2017-05-03 19:26:06
859607811541651456,17819,1473,8794505,17,12474,en,2017-05-03 03:17:27
859196978902773760,85928,28409,8794506,17,12474,en,2017-05-02 00:04:57
859074603037188101,32358,12851,8794506,17,12474,en,2017-05-01 15:58:40
858860390427611136,0,7662,8794506,17,12474,en,2017-05-01 01:47:28
858843525470990336,14930,3286,8794506,17,12474,en,2017-05-01 00:40:27
858471635011153920,20609,4594,8794506,17,12474,en,2017-04-30 00:02:42
858107933456039936,15105,2742,8794506,17,12474,en,2017-04-28 23:57:28
857989990357356544,15437,2456,8794506,17,12474,en,2017-04-28 16:08:49
857746408056729600,32863,10071,8794506,17,12474,en,2017-04-28 00:00:54
857393404942143489,5646,1557,8794506,17,12474,en,2017-04-27 00:38:11
857263160327368704,19269,4288,8794506,17,12474,en,2017-04-26 16:00:39
857214891891077121,215,17,8794506,17,12474,en,2017-04-26 12:48:51
857062103051644929,0,161,8794506,17,12474,en,2017-04-26 02:41:43
857029823797047296,18118,3777,8794506,17,12474,en,2017-04-26 00:33:27
856543823941562368,15711,2740,8794506,17,12474,en,2017-04-24 16:22:16
856526610513747968,11424,1785,8794506,17,12474,en,2017-04-24 15:13:52
856330835276025856,0,637,8794506,17,12474,en,2017-04-24 02:15:55
856288084350160898,494,15,8794506,17,12474,en,2017-04-23 23:26:03
856282028240666624,26732,5995,8794506,17,12474,en,2017-04-23 23:01:59
855862651834028034,323,24,8794506,17,12474,en,2017-04-22 19:15:32
855860136149123072,4739,934,8794506,17,12474,en,2017-04-22 19:05:32
855857698524602368,11453,2012,8794506,17,12474,en,2017-04-22 18:55:51
855851453814013952,44175,17227,8794506,17,12474,en,2017-04-22 18:31:02
855818117272018944,25735,5185,8794506,17,12474,en,2017-04-22 16:18:34
855459453768019968,28783,7867,8794506,17,12474,en,2017-04-21 16:33:22
855245323840757760,0,5691,8794506,17,12474,en,2017-04-21 02:22:29
855138241867124737,0,43,8794506,17,12474,en,2017-04-20 19:16:59
854732716440526848,22023,5810,8794506,17,12474,en,2017-04-19 16:25:34
854482394044301312,28349,6578,8794506,17,12474,en,2017-04-18 23:50:52
854365224396361728,18297,4504,8794506,17,12474,en,2017-04-18 16:05:17
854120357044912130,31011,7169,8794506,17,12474,en,2017-04-17 23:52:16
854010172552949760,15734,3025,8794506,17,12474,en,2017-04-17 16:34:26
853760880890318849,27733,5523,8794506,17,12474,en,2017-04-17 00:03:50
853639147608842240,33652,9665,8794506,17,12474,en,2017-04-16 16:00:07
853299958564483072,15055,3436,8794506,17,12474,en,2017-04-15 17:32:18
852936405516943360,0,1924,8794506,17,12474,en,2017-04-14 17:27:40
852912242202992640,8776,1745,8794506,17,12474,en,2017-04-14 15:51:39
852672615818899456,14501,2079,8794506,17,12474,en,2017-04-13 23:59:28
852553447878664193,15861,3347,8794506,17,12474,en,2017-04-13 16:05:56
852311364735569921,32295,9606,8794506,17,12474,en,2017-04-13 00:03:59
852226086759018497,19482,6625,8794506,17,12474,en,2017-04-12 18:25:07
852189679701164033,11174,1540,8794506,17,12474,en,2017-04-12 16:00:27
851861385021730816,0,19,8794506,17,12474,en,2017-04-11 18:15:55
851591660324737024,15876,3363,8794506,17,12474,en,2017-04-11 00:24:08
851464819735769094,23686,6841,8794506,17,12474,en,2017-04-10 16:00:07
851224888060895234,20214,5567,8794506,17,12474,en,2017-04-10 00:06:42
850753642995093505,30111,8839,8794506,17,12474,en,2017-04-08 16:54:09
850380195714523136,12814,2529,8794506,17,12474,en,2017-04-07 16:10:12
850333567704068097,3382,319,8794506,17,12474,en,2017-04-07 13:04:55
850145622816686080,15983,3688,8794506,17,12474,en,2017-04-07 00:38:06
850019790995546112,19958,4735,8794506,17,12474,en,2017-04-06 16:18:05
849776966551130114,29775,7376,8794506,17,12474,en,2017-04-06 00:13:11
849668094696017920,0,4817,8794506,17,12474,en,2017-04-05 17:00:34
849412302885593088,15543,3072,8794506,17,12474,en,2017-04-05 00:04:08
849336543269576704,11195,1849,8794506,17,12474,en,2017-04-04 19:03:06
849051919805034497,41506,8248,8794506,17,12474,en,2017-04-04 00:12:06
848690551926992896,24701,4217,8794506,17,12474,en,2017-04-03 00:16:10
848324959059550208,24232,4507,8794506,17,12474,en,2017-04-02 00:03:26
848213670039564288,8025,710,8794506,17,12474,en,2017-04-01 16:41:12
848212111729840128,16017,2959,8794506,17,12474,en,2017-04-01 16:35:01
847978865427394560,0,3173,8794506,17,12474,en,2017-04-01 01:08:10
847971574464610304,0,422,8794505,17,12474,en,2017-04-01 00:39:12
847962785489326080,23101,4948,8794505,17,12474,en,2017-04-01 00:04:17
847842811428974592,5338,1295,8794505,17,12474,en,2017-03-31 16:07:33
847617282490613760,6863,402,8794505,17,12474,en,2017-03-31 01:11:22
847606175596138505,18460,3352,8794505,17,12474,en,2017-03-31 00:27:14
847251039262605312,20159,4224,8794505,17,12474,en,2017-03-30 00:56:03
847157206088847362,19568,5730,8794505,17,12474,en,2017-03-29 18:43:12
847116187444137987,21115,3113,8794505,17,12474,en,2017-03-29 16:00:12
846874817362120707,19776,3844,8794505,17,12474,en,2017-03-29 00:01:05
846514051647705089,43904,11286,8794505,17,12474,en,2017-03-28 00:07:32
846505985330044928,13873,3007,8794505,17,12474,en,2017-03-27 23:35:28
846153765933735936,31100,8848,8794505,17,12474,en,2017-03-27 00:15:53
846139713627017216,30587,9824,8794505,17,12474,en,2017-03-26 23:20:02
846042936437604353,15732,2803,8794505,17,12474,en,2017-03-26 16:55:29
845812042753855489,28791,8521,8794505,17,12474,en,2017-03-26 01:38:00
845677943972139009,24837,4704,8794505,17,12474,en,2017-03-25 16:45:08
845397057150107648,7517,1764,8794505,17,12474,en,2017-03-24 22:08:59
845306882940190720,23012,5289,8794505,17,12474,en,2017-03-24 16:10:40
845098359547420673,0,7501,8794505,17,12474,en,2017-03-24 02:22:04
844979544864018432,13456,2508,8794505,17,12474,en,2017-03-23 18:29:57
844973813909606400,14874,3124,8794505,17,12474,en,2017-03-23 18:07:10
844580511645339650,16265,3062,8794505,17,12474,en,2017-03-22 16:04:20
844223788422217728,13491,2161,8794505,17,12474,en,2017-03-21 16:26:50
843981021012017153,14998,2899,8794505,17,12474,en,2017-03-21 00:22:10
843856843873095681,21190,4547,8794505,17,12474,en,2017-03-20 16:08:44
843604394117681152,16689,2694,8794505,17,12474,en,2017-03-19 23:25:35
843235543001513987,21271,5920,8794505,17,12474,en,2017-03-18 22:59:54
842846295480000512,15115,3583,8794505,17,12474,en,2017-03-17 21:13:10
842765311967449089,6657,1257,8794505,17,12474,en,2017-03-17 15:51:22
842535590457499648,17911,3457,8794505,17,12474,en,2017-03-17 00:38:32
842163532590374912,24165,5691,8794505,17,12474,en,2017-03-16 00:00:07
842115215311396866,13840,2989,8794505,17,12474,en,2017-03-15 20:48:07
841833993020538882,0,14830,8794505,17,12474,en,2017-03-15 02:10:39
841680585030541313,25488,7701,8794505,17,12474,en,2017-03-14 16:01:03
841439858740625411,12526,3632,8794505,17,12474,en,2017-03-14 00:04:30
841320156043304961,19621,5427,8794505,17,12474,en,2017-03-13 16:08:50
841314665196081154,15687,4584,8794505,17,12474,en,2017-03-13 15:47:01
841077006473256960,22650,5239,8794505,17,12474,en,2017-03-13 00:02:39
840761248237133825,0,1744,8794505,17,12474,en,2017-03-12 03:07:56
840728873075638272,0,15888,8794505,17,12474,en,2017-03-12 00:59:17
840698636975636481,172,2,8794505,17,12474,en,2017-03-11 22:59:09
840696689258311684,12183,962,8794505,17,12474,en,2017-03-11 22:51:24
840632337062862849,8914,1744,8794505,17,12474,en,2017-03-11 18:35:42
840370681858686976,16321,4493,8794505,17,12474,en,2017-03-11 01:15:58
840268004936019968,19104,5649,8794505,17,12474,en,2017-03-10 18:27:58
839990271299457024,13316,2249,8794505,17,12474,en,2017-03-10 00:04:21
839549326359670784,27250,7662,8794505,17,12474,en,2017-03-08 18:52:12
839290600511926273,0,141,8794505,17,12474,en,2017-03-08 01:44:07
839239871831150596,26915,6450,8794505,17,12474,en,2017-03-07 22:22:32
838952994649550848,19523,3950,8794505,17,12474,en,2017-03-07 03:22:35
838921590096166913,11067,2040,8794505,17,12474,en,2017-03-07 01:17:48
838916489579200512,0,35,8794505,17,12474,en,2017-03-07 00:57:32
838831947270979586,0,10890,8794505,17,12474,en,2017-03-06 19:21:35
838561493054533637,10878,1322,8794505,17,12474,en,2017-03-06 01:26:54
838476387338051585,22352,4720,8794505,17,12474,en,2017-03-05 19:48:43
838201503651401729,0,9946,8794505,17,12474,en,2017-03-05 01:36:26
838150277551247360,1664,328,8794505,17,12474,und,2017-03-04 22:12:52
838085839343206401,138,1,8794505,17,12474,en,2017-03-04 17:56:49
838083903487373313,17508,3099,8794505,17,12474,en,2017-03-04 17:49:08
837820167694528512,33890,7782,8795049,17,12474,en,2017-03-04 00:21:08
837482249356513284,3834,439,8794505,17,12474,en,2017-03-03 01:58:22
837471256429613056,12706,2255,8794505,17,12474,en,2017-03-03 01:14:41
837110210464448512,15967,2344,8794505,17,12474,en,2017-03-02 01:20:01
836989968035819520,12704,2276,8794505,17,12474,en,2017-03-01 17:22:13
836753516572119041,19240,4604,8794505,17,12474,en,2017-03-01 01:42:39
836677758902222849,12559,2208,8794505,17,12474,en,2017-02-28 20:41:37
836648853927522308,0,554,8794505,17,12474,en,2017-02-28 18:46:45
836397794269200385,0,27296,8794505,17,12474,en,2017-02-28 02:09:08
836380477523124226,14697,2968,8794505,17,12474,en,2017-02-28 01:00:19
836260088725786625,21223,4268,8794505,17,12474,en,2017-02-27 17:01:56
836001077879255040,19009,4224,8794505,17,12474,en,2017-02-26 23:52:43
835685285446955009,0,8072,8794505,17,12474,en,2017-02-26 02:57:52
835574547218894849,17724,3594,8794505,17,12474,en,2017-02-25 19:37:50
835536468978302976,0,1687,8794505,17,12474,en,2017-02-25 17:06:32
835309094223372289,0,20778,8794505,17,12474,en,2017-02-25 02:03:02
835297930240217089,16410,2989,8794505,17,12474,en,2017-02-25 01:18:40
835264098648616962,7708,1687,8794505,17,12474,en,2017-02-24 23:04:14
835246439529840640,2090,73,8794505,17,12474,en,2017-02-24 21:54:03
835172783151792128,26065,5733,8794505,17,12474,en,2017-02-24 17:01:22
835152434251116546,22323,2993,8794505,17,12474,en,2017-02-24 15:40:31
834931633769889797,10759,1627,8794505,17,12474,en,2017-02-24 01:03:08
834786237630337024,21299,5461,8794505,17,12474,en,2017-02-23 15:25:23
834574053763584002,13613,2519,8794505,17,12474,en,2017-02-23 01:22:14
834477809192075265,0,10577,8794505,17,12474,en,2017-02-22 18:59:48
834458053273591808,9593,1672,8794505,17,12474,en,2017-02-22 17:41:18
834209720923721728,20510,4725,8794505,17,12474,en,2017-02-22 01:14:30
834167344700198914,15783,3644,8794505,17,12474,en,2017-02-21 22:26:07
834089966724603904,10022,2121,8794505,17,12474,en,2017-02-21 17:18:39
834086379323871233,13038,2195,8794505,17,12474,en,2017-02-21 17:04:24
833863086058651648,13403,2398,8794505,17,12474,en,2017-02-21 02:17:06
833826103416520705,18031,3754,8794505,17,12474,en,2017-02-20 23:50:09
833732339549220864,0,221,8794505,17,12474,en,2017-02-20 17:37:34
833722901757046785,20763,3204,8794505,17,12474,en,2017-02-20 17:00:04
833479644947025920,14819,2044,8794505,17,12474,en,2017-02-20 00:53:27
833124694597443584,20159,4817,8794505,17,12474,en,2017-02-19 01:23:00
832998151111966721,13238,2194,8794505,17,12474,en,2017-02-18 17:00:10
832769181346996225,0,39,8794505,17,12474,en,2017-02-18 01:50:19
832757312314028032,16843,3608,8794505,17,12474,en,2017-02-18 01:03:09
832682457690300417,11856,2901,8794505,17,12474,en,2017-02-17 20:05:43
832645525019123713,2917,530,8794505,17,12474,en,2017-02-17 17:38:57
832636094638288896,15820,2771,8794505,17,12474,en,2017-02-17 17:01:29
832397543355072512,11951,2216,8794505,17,12474,en,2017-02-17 01:13:34
832369877331693569,17170,3173,8794505,17,12474,en,2017-02-16 23:23:38
832273440279240704,11341,2333,8795049,17,12474,en,2017-02-16 17:00:25
832215909146226688,0,6190,8794505,17,12474,en,2017-02-16 13:11:49
832215726631055365,0,9293,8794505,17,12474,en,2017-02-16 13:11:05
832088576586297345,62,2,8794505,17,12474,en,2017-02-16 04:45:50
832040443403784192,0,9600,8794505,17,12474,en,2017-02-16 01:34:34
832032802820481025,17849,4643,8794505,17,12474,en,2017-02-16 01:04:13
831939777352105988,23966,6119,8794505,17,12474,en,2017-02-15 18:54:34
831926988323639298,335,34,8794505,17,12474,en,2017-02-15 18:03:45
831911600680497154,27593,6486,8794505,17,12474,en,2017-02-15 17:02:36
831670449226514432,10422,1811,8794505,17,12474,en,2017-02-15 01:04:21
831650051525054464,7122,1924,8794505,17,12474,en,2017-02-14 23:43:18
831552930092285952,8967,2310,8794505,17,12474,en,2017-02-14 17:17:22
831322785565769729,9271,1548,8794505,17,12474,en,2017-02-14 02:02:51
831315979191906304,6538,1125,8794505,17,12474,en,2017-02-14 01:35:49
831309418084069378,11761,2463,8794505,17,12474,en,2017-02-14 01:09:44
831262627380748289,11904,2041,8794505,17,12474,en,2017-02-13 22:03:49
830956169170665475,7966,1495,8794505,17,12474,en,2017-02-13 01:46:03
830583320585068544,66805,16732,8794505,17,12474,en,2017-02-12 01:04:29
830173239259324417,0,5674,8794505,17,12474,en,2017-02-10 21:54:58
830097400375152640,9789,2932,8794505,17,12474,en,2017-02-10 16:53:37
829878982036299777,0,5005,8794505,17,12474,en,2017-02-10 02:25:42
829861396166877184,12244,1939,8794505,17,12474,en,2017-02-10 01:15:49
829501995190984704,31744,10577,8794505,17,12474,en,2017-02-09 01:27:41
829449946868879360,10473,2017,8794505,17,12474,en,2017-02-08 22:00:52
829141528400556032,24405,7336,8794505,17,12474,en,2017-02-08 01:35:19
829011960981237760,53183,16294,8794505,17,12474,en,2017-02-07 17:00:28
828801551087042563,0,3420,8794505,17,12474,en,2017-02-07 03:04:22
828770345708580865,25598,5859,8794505,17,12474,en,2017-02-07 01:00:22
828708714936930305,36526,11174,8794505,17,12474,en,2017-02-06 20:55:28
828650029636317184,9506,1346,8794505,17,12474,en,2017-02-06 17:02:17
828409743546925057,6351,1164,8794505,17,12474,en,2017-02-06 01:07:28
828408677031882754,7685,1291,8794505,17,12474,en,2017-02-06 01:03:14
828381636999917570,12588,2214,8794505,17,12474,en,2017-02-05 23:15:47
828376505180889089,7383,1071,8794505,17,12474,en,2017-02-05 22:55:23
828372645993398273,12585,2937,8794505,17,12474,en,2017-02-05 22:40:03
828361771580813312,2197,172,8794505,17,12474,en,2017-02-05 21:56:51
828046555563323392,11754,2877,8794505,17,12474,en,2017-02-05 01:04:17
828011680017821696,10369,2151,8794505,17,12474,en,2017-02-04 22:45:42
827933404142436356,20122,5247,8794505,17,12474,en,2017-02-04 17:34:40
827653905312006145,15533,3024,8794505,17,12474,en,2017-02-03 23:04:02
827600520311402496,7457,945,8794505,17,12474,en,2017-02-03 19:31:54
827324948884643840,15875,3051,8794505,17,12474,en,2017-02-03 01:16:53
827199976799354881,10591,2220,8794505,17,12474,en,2017-02-02 17:00:17
826958653328592898,21617,5005,8794505,17,12474,en,2017-02-02 01:01:21
826848821049180160,36435,10180,8794505,17,12474,en,2017-02-01 17:44:55
826615380357632002,0,3993,8794505,17,12474,en,2017-02-01 02:17:19
826598799820865537,5136,252,8794505,17,12474,en,2017-02-01 01:11:25
826598365270007810,10080,2340,8794505,17,12474,en,2017-02-01 01:09:42
826476773533745153,18445,4198,8794505,17,12474,en,2017-01-31 17:06:32
826240494070030336,13331,2617,8794505,17,12474,en,2017-01-31 01:27:39
826204788643753985,4896,926,8794505,17,12474,en,2017-01-30 23:05:46
826115272272650244,15686,3121,8794505,17,12474,en,2017-01-30 17:10:04
825876512159186944,10516,1873,8794505,17,12474,en,2017-01-30 01:21:19
825829644528148480,12778,2495,8794505,17,12474,en,2017-01-29 22:15:05
825535076884762624,57051,17605,8794505,17,12474,en,2017-01-29 02:44:34
825147591692263424,18343,4560,8794505,17,12474,en,2017-01-28 01:04:51
825120256414846976,0,1257,8794505,17,12474,en,2017-01-27 23:16:13
825026590719483904,6325,1257,8794505,17,12474,en,2017-01-27 17:04:02
824796380199809024,0,5509,8794505,17,12474,en,2017-01-27 01:49:15
824775126675836928,14958,3526,8794505,17,12474,en,2017-01-27 00:24:48
824663926340194305,10563,1781,8794505,17,12474,en,2017-01-26 17:02:56
824325613288833024,11879,10559,8794505,17,12474,en,2017-01-25 18:38:36
824297048279236611,15111,3873,8794505,17,12474,en,2017-01-25 16:45:05
824025158776213504,4846,603,8794505,17,12474,en,2017-01-24 22:44:42
823939628516474880,10664,2716,8794505,17,12474,en,2017-01-24 17:04:50
823719002937630720,0,11236,8794505,17,12474,en,2017-01-24 02:28:08
823699002998870016,14038,2532,8794505,17,12474,en,2017-01-24 01:08:40
823581115634085888,13082,2632,8794505,17,12474,en,2017-01-23 17:20:14
823333489516937216,703,25,8794505,17,12474,und,2017-01-23 00:56:15
823322678127919110,15797,4038,8794505,17,12474,en,2017-01-23 00:13:17
823269594223824897,0,9924,8794505,17,12474,en,2017-01-22 20:42:21
822975315408461824,17401,3465,8794505,17,12474,en,2017-01-22 01:12:59
822872901745569793,132187,43432,8794505,17,12474,en,2017-01-21 18:26:02
822859134160621569,13325,2286,8794505,17,12474,en,2017-01-21 17:31:20
822647212903690241,0,6432,8794505,17,12474,en,2017-01-21 03:29:14
822610361945911296,14890,2969,8794505,17,12474,en,2017-01-21 01:02:48
822489057087389700,18250,6432,8794505,17,12474,en,2017-01-20 17:00:46
822462944365645825,28169,14382,8794505,17,12474,en,2017-01-20 15:17:01
822244816520155136,35114,9924,8794505,17,12474,en,2017-01-20 00:50:15
822163064745328640,0,4789,8794505,17,12474,en,2017-01-19 19:25:24
821886076407029760,11374,2319,8794505,17,12474,en,2017-01-19 01:04:45
821813639212650496,0,3375,8794505,17,12474,en,2017-01-18 20:16:54
821765923262631936,8460,1667,8794505,17,12474,en,2017-01-18 17:07:18
821522889702862852,8071,1767,8794505,17,12474,en,2017-01-18 01:01:34
821421320206483457,0,5620,8794505,17,12474,en,2017-01-17 18:17:58
821407182352777218,11828,4355,8794505,17,12474,en,2017-01-17 17:21:47
821153421864615936,257,10,8794505,17,12474,en,2017-01-17 00:33:26
821149554670182400,8693,1992,8794505,17,12474,en,2017-01-17 00:18:04
821107785811234820,9659,2146,8794505,17,12474,en,2017-01-16 21:32:06
821044531881721856,12739,2298,8794505,17,12474,en,2017-01-16 17:20:45
820837357901512704,0,6774,8794505,17,12474,en,2017-01-16 03:37:31
820749716845686786,31739,9946,8794505,17,12474,en,2017-01-15 21:49:15
820690176645140481,12284,3250,8794505,17,12474,en,2017-01-15 17:52:40
820494788566847489,0,568,8794505,17,12474,en,2017-01-15 04:56:16
820446719150292993,0,2583,8794505,17,12474,en,2017-01-15 01:45:15
820314633777061888,3369,568,8794505,17,12474,en,2017-01-14 17:00:24
820078625395449857,19947,6329,8794505,17,12474,en,2017-01-14 01:22:35
820013781606658049,0,1181,8794505,17,12474,en,2017-01-13 21:04:55
819952236453363712,5361,1181,8794505,17,12474,en,2017-01-13 17:00:21
819924195358416896,12995,4915,8794505,17,12474,en,2017-01-13 15:08:56
819711362133872643,13457,3132,8794505,17,12474,en,2017-01-13 01:03:12
819588359383371776,9713,2003,8794505,17,12474,en,2017-01-12 16:54:26
819347104292290561,7266,1215,8794505,17,12474,en,2017-01-12 00:55:47
819238181065359361,2283,410,8794505,17,12474,en,2017-01-11 17:42:57
819227688460238848,23233,6774,8794505,17,12474,en,2017-01-11 17:01:16
819015337530290176,0,37127,8794505,17,12474,en,2017-01-11 02:57:27
819015331746349057,0,19091,8794505,17,12474,en,2017-01-11 02:57:26
819006400881917954,45631,19091,8794505,17,12474,en,2017-01-11 02:21:57
819004803107983360,87567,37127,8794505,17,12474,en,2017-01-11 02:15:36
818646164899774465,0,21157,8794505,17,12474,en,2017-01-10 02:30:30
818627210458333184,22578,7592,8794505,17,12474,en,2017-01-10 01:15:10
818614493328580609,9924,2583,8794505,17,12474,en,2017-01-10 00:24:38
818588835076603904,0,6195,8794505,17,12474,en,2017-01-09 22:42:41
818536468981415936,10989,2476,8794505,17,12474,en,2017-01-09 19:14:36
818307523543449600,0,8158,8794505,17,12474,en,2017-01-09 04:04:51
818259473185828864,11106,2285,8794505,17,12474,en,2017-01-09 00:53:55
818145370475810820,12369,2594,8794505,17,12474,en,2017-01-08 17:20:31
817908911860748288,4896,810,8794505,17,12474,en,2017-01-08 01:40:55
817827839487737858,52071,27296,8794505,17,12474,en,2017-01-07 20:18:46
817777686764523521,10840,2716,8794505,17,12474,en,2017-01-07 16:59:28
817536400337801217,11863,2989,8794505,17,12474,en,2017-01-07 01:00:41
817502432452313088,0,3420,8794505,17,12474,en,2017-01-06 22:45:43
817423860136083457,34112,14830,8794505,17,12474,en,2017-01-06 17:33:29
817415592588222464,5644,955,8794505,17,12474,en,2017-01-06 17:00:38
817181837579653120,0,8533,8794505,17,12474,en,2017-01-06 01:31:47
817171292965273600,8844,2042,8794505,17,12474,en,2017-01-06 00:49:53
817120970343411712,12332,2621,8794505,17,12474,en,2017-01-05 21:29:55
817056546584727552,8674,1657,8794505,17,12474,en,2017-01-05 17:13:55
816829038950027264,0,4755,8794505,17,12474,en,2017-01-05 02:09:53
816816676327063552,10100,2062,8794505,17,12474,en,2017-01-05 01:20:46
816697700272001025,9881,2213,8794505,17,12474,en,2017-01-04 17:27:59
816450570814898180,30686,8158,8794505,17,12474,en,2017-01-04 01:05:59
816336735214911488,8677,1960,8794505,17,12474,en,2017-01-03 17:33:39
816091915477250048,9020,2167,8794505,17,12474,en,2017-01-03 01:20:49
816062466425819140,0,1030,8794505,17,12474,en,2017-01-02 23:23:48
816014286006976512,0,5315,8794505,17,12474,en,2017-01-02 20:12:21
815990720817401858,4991,1030,8794505,17,12474,en,2017-01-02 18:38:42
815966073409433600,22633,8533,8794505,17,12474,en,2017-01-02 17:00:46
815745968457060357,0,4172,8794505,17,12474,en,2017-01-02 02:26:09
815736392542261248,9933,2281,8794505,17,12474,en,2017-01-02 01:48:06
815639385530101762,8315,1669,8794505,17,12474,en,2017-01-01 19:22:38
815390420867969024,10460,3837,8794505,17,12474,en,2017-01-01 02:53:20
814986499976527872,7738,1289,8794505,17,12474,en,2016-12-31 00:08:17
814638523311648768,11386,2726,8794505,17,12474,en,2016-12-30 01:05:33
814578408554463233,0,5904,8794505,17,12474,en,2016-12-29 21:06:41
814530161257443328,8731,1883,8794505,17,12474,en,2016-12-29 17:54:58
814153002265309185,29045,8770,8794505,17,12474,en,2016-12-28 16:56:16
813944609378369540,0,3221,8794505,17,12474,en,2016-12-28 03:08:11
813910438903693312,9394,1885,8794505,17,12474,en,2016-12-28 00:52:25
813812741911748608,36784,14136,8794505,17,12474,en,2016-12-27 18:24:12
813800681631023104,8402,1783,8794505,17,12474,en,2016-12-27 17:36:16
813217897535406080,18836,7371,8794505,17,12474,en,2016-12-26 03:00:30
813202720496779264,9335,1834,8794505,17,12474,en,2016-12-26 02:00:11
813187593374461952,20092,4408,8794505,17,12474,en,2016-12-26 01:00:05
813172488309972993,9373,1949,8794505,17,12474,en,2016-12-26 00:00:03
813157409116065792,7862,2234,8794505,17,12474,en,2016-12-25 23:00:08
813142292504645637,8569,2411,8794505,17,12474,en,2016-12-25 22:00:04
813130366689148928,4519,452,8794505,17,12474,en,2016-12-25 21:12:41
813127251579564032,11975,3169,8794505,17,12474,en,2016-12-25 21:00:18
813112105746448384,10416,2777,8794505,17,12474,en,2016-12-25 20:00:07
813096984823349248,10689,3665,8794505,17,12474,en,2016-12-25 19:00:02
813081950185472002,10001,2813,8794505,17,12474,en,2016-12-25 18:00:17
813066809284972545,8042,1978,8794505,17,12474,en,2016-12-25 17:00:08
813051746834595840,21211,7454,8794505,17,12474,en,2016-12-25 16:00:16
812781120811126785,7659,1925,8794505,17,12474,en,2016-12-24 22:04:54
812709060537683968,6687,1448,8794505,17,12474,en,2016-12-24 17:18:34
812503143955202048,6149,1236,8794505,17,12474,en,2016-12-24 03:40:19
812466873996607488,8058,1953,8794505,17,12474,en,2016-12-24 01:16:12
812372279581671427,13808,3705,8794505,17,12474,en,2016-12-23 19:00:19
811985624773361665,7348,1421,8794505,17,12474,en,2016-12-22 17:23:53
811744202451197953,7637,1621,8794505,17,12474,en,2016-12-22 01:24:33
811647686436880384,5680,751,8794505,17,12474,en,2016-12-21 19:01:02
811627233043480576,12918,3119,8794505,17,12474,en,2016-12-21 17:39:46
811386762094317568,21167,6466,8794505,17,12474,en,2016-12-21 01:44:13
810984652412424192,5401,1457,8794505,17,12474,en,2016-12-19 23:06:23
810896069567610880,9124,1795,8794505,17,12474,en,2016-12-19 17:14:23
810657578271330305,11098,2683,8794505,17,12474,en,2016-12-19 01:26:42
810284430598270976,35688,11448,8794505,17,12474,en,2016-12-18 00:43:57
810254108431155201,14881,3420,8794505,17,12474,en,2016-12-17 22:43:27
809920764300447744,15728,3993,8794505,17,12474,en,2016-12-17 00:38:52
809808892968534016,0,4955,8794505,17,12474,en,2016-12-16 17:14:20
809448704142938112,7022,1484,8794505,17,12474,en,2016-12-15 17:23:04
809220051211603969,20167,5674,8794505,17,12474,en,2016-12-15 02:14:29
809084759137812480,13407,3575,8794505,17,12474,en,2016-12-14 17:16:53
808838249661788160,10244,3082,8794505,17,12474,en,2016-12-14 00:57:20
808733504066486276,8004,2193,8794505,17,12474,en,2016-12-13 18:01:07
808501579447930884,11457,2639,8794505,17,12474,en,2016-12-13 02:39:32
808344865868283904,43105,21157,8794505,17,12474,en,2016-12-12 16:16:49
808134635716833280,0,6018,8794505,17,12474,en,2016-12-12 02:21:26
808106460588765185,8907,2233,8794505,17,12474,en,2016-12-12 00:29:28
808001312164028416,12692,3587,8794505,17,12474,en,2016-12-11 17:31:39
807621403335917568,14773,3673,8794505,17,12474,en,2016-12-10 16:22:02
807106840509214720,119778,56161,8794505,17,12474,en,2016-12-09 06:17:20
807059379405148160,0,7456,8794505,17,12474,en,2016-12-09 03:08:45
807010152071229440,13253,3919,8794505,17,12474,en,2016-12-08 23:53:08
806629075125202948,75649,35113,8794505,17,12474,en,2016-12-07 22:38:52
806620845233815552,0,5611,8794505,17,12474,en,2016-12-07 22:06:10
806576416489959424,4955,1975,8794505,17,12474,en,2016-12-07 19:09:37
806542213899489280,10353,2390,8794505,17,12474,en,2016-12-07 16:53:43
806242860592926720,0,11797,8794505,17,12474,en,2016-12-06 21:04:11
806219024703037440,6519,1213,8794505,17,12474,en,2016-12-06 19:29:28
